Afghanistan,0
Albania,0
Algeria,0.3825
American Samoa,0
Andorra,0
Angola,0.368
Antigua and Barbuda,0
Argentina,0.001
Armenia,0
Aruba,0
Australia,0
Austria,0
Azerbaijan,0
"Bahamas, The",0
Bahrain,0
Bangladesh,0
Barbados,0
Belarus,0
Belgium,0
Belize,0.001
Benin,0.334
Bermuda,0
Bhutan,0
Bolivia,0
Bosnia and Herzegovina,0
Botswana,0.278
Brazil,0.001
British Virgin Islands,0
Brunei Darussalam,0
Bulgaria,0
Burkina Faso,0.782
Burundi,0.204
Cabo Verde,0.3825
Cambodia,0.35
Cameroon,0.658
Canada,0
Cayman Islands,0
Central African Republic,0.53063
Chad,0.164
Chile,0
China,0
Colombia,0.001
Comoros,0.278
"Congo, Dem. Rep.",0.53063
Congo,0.222
Costa Rica,0.001
Côte d’Ivoire,0.3825
Croatia,0
Cuba,0.001
Curaçao,0
Cyprus,0
Czech Republic,0
Denmark,0
Djibouti,0
Dominica,0.001
Dominican Republic,0.001
Ecuador,0.001
"Egypt, Arab Rep.",0
El Salvador,0
Equatorial Guinea,0.278
Eritrea,0.53063
Estonia,0
Eswatini,0
Ethiopia,0.003
Faroe Islands,0
Fiji,0
Finland,0
France,0
French Polynesia,0
Gabon,0.507
"Gambia, The",0.53063
Georgia,0
Germany,0
Ghana,0.769
Gibraltar,0
Greece,0
Greenland,0
Grenada,0.001
Guam,0
Guatemala,0.001
Guinea,0.725
Guinea-Bissau,0.53063
Guyana,0.001
Haiti,0
Honduras,0
"Hong Kong SAR, China",0
Hungary,0
Iceland,0
India,0
Indonesia,0
Iran (Islamic Republic of),0
Iraq,0
Ireland,0
Isle of Man,0
Israel,0
Italy,0
Jamaica,0.001
Japan,0
Jordan,0
Kazakhstan,0
Kenya,0.193
Kiribati,0.35
"Korea, Dem. People's Rep.",0
"Korea, Rep.",0
Kosovo,0
Kuwait,0
Kyrgyz Republic,0
Lao PDR,0.35
Latvia,0
Lebanon,0
Lesotho,0.3825
Liberia,0.795
Libya,0
Liechtenstein,0
Lithuania,0
Luxembourg,0
"Macao SAR, China",0
Madagascar,0.402
Malawi,0.758
Malaysia,0
Maldives,0
Mali,0.547
Malta,0
Marshall Islands,0
Mauritania,0.229
Mauritius,0.278
Mexico,0.001
"Micronesia, Fed. Sts.",0.35
Moldova,0
Monaco,0
Mongolia,0.35
Montenegro,0
Morocco,0
Mozambique,0.449
Myanmar,0
Namibia,0.049
Nauru,0
Nepal,0
Netherlands,0
New Caledonia,0
New Zealand,0
Nicaragua,0
Niger,0.558
Nigeria,0.437
North Macedonia,0
Northern Mariana Islands,0
Norway,0
Oman,0
Pakistan,0
Palau,0
Panama,0
Papua New Guinea,0.35
Paraguay,0.001
Peru,0.001
Philippines,0.35
Poland,0
Portugal,0
Puerto Rico,0
Qatar,0
Romania,0
Russian Federation,0
Rwanda,0.172
Samoa,0.35
San Marino,0
Sao Tome and Principe,0.598
Saudi Arabia,0
Senegal,0.644
Serbia,0
Seychelles,0
Sierra Leone,0.73
Singapore,0
Sint Maarten (Dutch part),0
Slovak Republic,0
Slovenia,0
Solomon Islands,0.35
Somalia,0
South Africa,0.278
South Sudan,0.53063
Spain,0
Sri Lanka,0
St. Kitts and Nevis,0
St. Lucia,0.001
St. Martin (French part),0
St. Vincent and the Grenadines,0.001
Sudan,0
Suriname,0.001
Sweden,0
Switzerland,0
Syrian Arab Republic,0
"Taiwan, China",0
Tajikistan,0
Tanzania,0.552
Thailand,0
Timor-Leste,0
Togo,0.676
Tonga,0
Trinidad and Tobago,0
Tunisia,0
Turkey,0
Turkmenistan,0
Turks and Caicos Islands,0
Tuvalu,0
Uganda,0.717
Ukraine,0
United Arab Emirates,0
United Kingdom,0
United States,0
Uruguay,0
Uzbekistan,0
Vanuatu,0.35
Venezuela,0.001
Vietnam,0.35
Virgin Islands (U.S.),0
West Bank and Gaza,0
"Yemen, Rep.",0
Zambia,0.808
Zimbabwe,0.073